did,dataset_name,model,num_samples,num_features,configured_eval_position,real_eval_position,inference_mean,inference_median,inference_std,inference_min,inference_max,end_to_end_mean,end_to_end_median,count,mean_metric
1510,wdbc,tabpfn,569,30,972,284,0.01817614145576954,0.017487891018390656,0.002352307656668405,0.017289175651967525,0.02817660104483366,0.20835333660244942,0.18269356712698936,25,0.9965328574180603
6332,cylinder-bands,hybrid_8l,277,37,972,138,0.010961217619478703,0.010393571108579636,0.0010876480679573018,0.010162623599171638,0.013506457209587097,0.14652442064136267,0.14460094925016165,25,0.7922531962394714
6332,cylinder-bands,hydra,277,37,972,138,0.01878338236361742,0.017050081863999367,0.00472020249510564,0.016628562472760677,0.039697447791695595,0.15793119475245476,0.15155135747045279,25,0.7525364041328431
6332,cylinder-bands,looped_transformer_6physical_core4x2,277,37,972,138,0.009472981691360474,0.009063471108675003,0.0014101661778507903,0.008888179436326027,0.015145212411880493,0.14741036344319583,0.14166239276528358,25,0.7623323917388916
6332,cylinder-bands,tabpfn,277,37,972,138,0.010898743383586406,0.010585625655949116,0.0009338344298554981,0.010381166823208332,0.014144186861813068,0.14535912860184907,0.14124470204114914,25,0.7815157175064087
23381,dresses-sales,hybrid_8l,99,12,972,49,0.01043259099125862,0.009778094477951527,0.001785721395741241,0.009409026242792606,0.018033916130661964,0.05378780815750361,0.05228404328227043,25,0.5076473355293274
23381,dresses-sales,hydra,99,12,972,49,0.017589773908257486,0.016377928666770458,0.0028864364165779774,0.015847292728722095,0.026968401856720448,0.06260137151926756,0.05927651096135378,25,0.5016490340232849
23381,dresses-sales,looped_transformer_6physical_core4x2,99,12,972,49,0.007834618911147118,0.0076065510511398315,0.0007924964448150847,0.007246688939630985,0.01086445339024067,0.05156081736087799,0.04922894574701786,25,0.5133025646209717
23381,dresses-sales,tabpfn,99,12,972,49,0.009631210938096046,0.008925719186663628,0.0021515551257960024,0.008486578240990639,0.01718871481716633,0.053540893867611884,0.05180266220122576,25,0.5092024087905884
40966,MiceProtein,hybrid_8l,552,77,972,276,0.02657652337104082,0.02547499258071184,0.002882547369361033,0.025049537420272827,0.03654300142079592,0.5163459477573633,0.4345448585227132,25,1.0
40966,MiceProtein,hydra,552,77,972,276,0.03872077584266662,0.0377719197422266,0.0016978924342670528,0.037651642225682735,0.04433656670153141,0.526657368130982,0.46911483258008957,25,0.9977044463157654
40966,MiceProtein,looped_transformer_6physical_core4x2,552,77,972,276,0.03135039642453194,0.03057560697197914,0.0018413379852568266,0.03028968535363674,0.038209348917007446,0.5046481899172067,0.4947210242971778,25,0.9999962210655212
40966,MiceProtein,tabpfn,552,77,972,276,0.036795436218380925,0.036110132932662964,0.001857962124172937,0.03592978976666927,0.04396979231387377,0.511305199675262,0.4675182783976197,25,1.0
40975,car,hybrid_8l,1728,6,972,512,0.03127422962337732,0.02983137685805559,0.003438754696387271,0.028949053958058357,0.0438343258574605,0.1443123122304678,0.13791914470493793,25,0.9845749020576477
40975,car,hydra,1728,6,972,512,0.04768470846116543,0.0450147520750761,0.004309434487479912,0.043627483770251274,0.05581963248550892,0.17957928169518708,0.16507193446159363,25,0.9465108394622803
40975,car,looped_transformer_6physical_core4x2,1728,6,972,512,0.03627649493515492,0.03487380966544151,0.0028020585897119664,0.03407575748860836,0.04171392880380154,0.1478379958868027,0.1349202422425151,25,0.98311368227005
40975,car,tabpfn,1728,6,972,512,0.04385355353355408,0.04180943965911865,0.003504225938430001,0.04039941821247339,0.04882317781448364,0.16386795412749053,0.16051623411476612,25,0.9874048352241516
40982,steel-plates-fault,hybrid_8l,1941,27,972,512,0.04206406570971012,0.04178668651729822,0.0008071731546296732,0.04155702143907547,0.04467769432812929,0.3281007818877697,0.28218596428632736,25,0.9508860945701599
40982,steel-plates-fault,hydra,1941,27,972,512,0.06527551610022783,0.0643219007179141,0.0031404573480161295,0.06409953813999891,0.07967986725270748,0.38569552764296533,0.32314303796738386,25,0.9196951985359192
40982,steel-plates-fault,looped_transformer_6physical_core4x2,1941,27,972,512,0.048393059708178046,0.0476441839709878,0.0019963011182789034,0.047413808293640614,0.05368850473314524,0.37198772326111795,0.3071633540093899,25,0.9508338451385498
40982,steel-plates-fault,tabpfn,1941,27,972,512,0.05675712682306767,0.05646446533501148,0.0013489097903664994,0.05624120216816664,0.06317657046020031,0.37697129279375075,0.32457675505429506,25,0.955334997177124
40994,climate-model-simulation-crashes,hybrid_8l,540,18,972,270,0.013314947560429573,0.012769161723554134,0.0017164865161917486,0.01244988664984703,0.01865207776427269,0.1266933809965849,0.12042788695544004,25,0.943306851387024
40994,climate-model-simulation-crashes,hydra,540,18,972,270,0.017725268565118312,0.017345341853797436,0.0011816692465459761,0.017059030011296272,0.021634156815707684,0.1311091597750783,0.1267299558967352,25,0.9342594385147095
40994,climate-model-simulation-crashes,looped_transformer_6physical_core4x2,540,18,972,270,0.014824014864861965,0.014531079679727554,0.0008698077201488046,0.014391585253179073,0.01808009296655655,0.1277040507271886,0.11956675536930561,25,0.9409520864486695
40994,climate-model-simulation-crashes,tabpfn,540,18,972,270,0.017453798428177833,0.017106950283050537,0.0008268726031774368,0.017017781734466553,0.020223264582455158,0.13122323259711266,0.12543960101902485,25,0.9410526037216187
